Unnamed: 0,username,bio,profile_url,location,website
3275,grantshapps,MP for Welwyn Hatfield & Secretary of State for the Department for Energy Security & Net Zero @energygovuk,https://twitter.com/grantshapps,,linktr.ee/grantshapps
3276,senator_baloch,"Member #Balochistan Assembly, Former Senator & Member National Assembly Pakistan. Senior Constitutional Adviser (UNDP). Balochistan National Party",https://twitter.com/Senator_Baloch,,sanabaloch.online
3277,senbooker,"Proudly serving the people of New Jersey in the U.S. Senate. Newark resident. Trekkie 🖖🏽. Always reminding folks that ""Cory"" is one letter off from ""corny.""",https://twitter.com/SenBooker,,booker.senate.gov
3278,prakashjavdekar,"Member of Parliament, Rajya Sabha Facebook : PrakashJavadekarOfficial",https://twitter.com/PrakashJavdekar,,prakashjavadekar.com
3279,pritipatel,Member of Parliament for Witham.,https://twitter.com/pritipatel,,priti4witham.co.uk
3280,hackneyabbott,Member of Parliament for Hackney North and Stoke Newington. Retweeting does not mean agreement.,https://twitter.com/HackneyAbbott,,dianeabbott.org.uk
3281,hebobiwine,"One Ghetto child who has something to say through Music. Ugandan artiste, activist and leader of the National Unity Platform. Former MP, Parliament of Uganda.",https://twitter.com/HEBobiwine,,bobiwine.ug
3282,mhairiblack,MP for Paisley & Renfrewshire South. Constituents can get in touch at https://t.co/G4FYSIyQYR. RTs and Favourites are not always endorsements. She/Her,https://twitter.com/MhairiBlack,,mhairiblack.scot
3283,shehusani,Human Rights Activist | Author | PanAfricanist | A dedicated fighter for Freedom and Justice|Instagram Shehu.Sani,https://twitter.com/ShehuSani,,shehusani.com
3284,prupala,"Union Cabinet Minister of Fisheries, Animal Husbandry and Dairying - Govt. of India, Member of Parliament (Rajya Sabha)",https://twitter.com/PRupala,,parshottamrupala.com
3285,sensasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,https://twitter.com/SenSasse,,
3286,goacm,Official Twitter Account of Chief Minister @DrPramodPSawant's Office,https://twitter.com/goacm,,
3287,ptushaofficial,"Olympian - Track & Field Athlete 🇮🇳 | 
Member of Parliament - Rajya Sabha | President - Indian Olympic Association",https://twitter.com/PTUshaOfficial,,ptusha.org
3288,ronwyden,U.S. Senator from Oregon. @SenateFinance Chairman. Follow @WydenPress for updates from my staff. Instagram: https://t.co/F6XmPUnCO8. He/him.,https://twitter.com/RonWyden,,wyden.senate.gov
3289,suellabraverman,Conservative Member of Parliament for Fareham and Home Secretary,https://twitter.com/SuellaBraverman,,suellabraverman.co.uk
3290,ukhouseoflords,News & information from the UK Parliament’s second chamber. Produced by its staff to show how the Lords checks and challenges the UK government.,https://twitter.com/UKHouseofLords,,parliament.uk/lords
3291,nsitharamanoffc,Office of Smt. @nsitharaman,https://twitter.com/nsitharamanoffc,,bjp.org
3292,abcnews,Latest news updates (mostly automated) from the Australian Broadcasting Corp. This is an official @abcaustralia account.,https://twitter.com/abcnews,,abc.net.au/news
3293,annastaciamp,I am the Queensland Premier and Minister for the Olympic and Paralympic Games.,https://twitter.com/AnnastaciaMP,,tiny.cc/YTsubscribe-an…
3294,hikmethajiyev,"Assistant of the President of the Republic of Azerbaijan, Head of Foreign Policy Affairs Department of the Presidential Administration.  RT not endorsement.",https://twitter.com/HikmetHajiyev,,president.az
3295,senatorcardin,"US Senator for Maryland. Chair, #SmallBiz Cmte. #TeamMaryland https://t.co/MWU3MnXB1D…",https://twitter.com/SenatorCardin,,cardin.senate.gov/coronavirus-re…
3296,ore_akiinde,designer. fashion. music. art.          💌: hello@oreakinde.com 👸: @_oreak,https://twitter.com/Ore_akiinde,,oreakinde.com
3297,thesaitishere,"• Hi Paul, I was your fan • Then I became cooler • Now I'm your Air Conditioner •",https://twitter.com/TheSaItIsHere,,
3298,shaanvp,"Inventor of the 2 hour lunchbreak. started 6 companies, ☠️3 failed, 💰2 sold, 1 still going 🏋️‍♂️",https://twitter.com/ShaanVP,,shaanpuri.com
3299,tarunvijay,So live your life that the fear of death can never enter your heart.,https://twitter.com/Tarunvijay,,
3300,presidentbio,H.E. Julius Maada Woni Bio is the current and the 5th President of the Republic of Sierra Leone.,https://twitter.com/PresidentBio,,statehouse.gov.sl
3301,cmbjpup,"State Secretary, #BJP #UttarPradesh || Spokesperson @BJP4UP (2013-2020) || Organiser, @swadeshimanch (2002-2013) || Former @ABVPVoice ||@RSSorg swayamsevak 🚩",https://twitter.com/cmbjpup,,bjp.org
3302,macguyvermedia,"CEO of @MacguyverTech01 and @MacNerdENT Ethical behavior on the #blockchain Making the world better, one person at a time https://t.co/0Onm4rKr9v",https://twitter.com/macguyvermedia,,macnerd.io
3303,senatorleahy,Archived account: Patrick Leahy was the senior United States Senator from Vermont.,https://twitter.com/SenatorLeahy,,web.archive.org/web/2023010215…
3304,sitaramyechury,"Comrade, Communist Party of India (Marxist). FB:https://t.co/iYzZrnZc1R

https://t.co/QFE4q2sOMB",https://twitter.com/SitaramYechury,,cpim.org
3305,clairecmc,"Former bunch of stuff including Senator from Missouri, currently @NBCNews and @MSNBC analyst, professional grandmother.",https://twitter.com/clairecmc,,twitter.com/clairecmc
3306,vivianbala,"Minister for Foreign Affairs of Singapore, Member of Parliament for Holland-Bukit Timah",https://twitter.com/VivianBala,,Vivian.Balakrishnan.Sg
3307,mike_pence,"Husband, father, 48th Vice President of the United States 🇺🇸",https://twitter.com/Mike_Pence,,
3308,mfnh,#MACHINEHEAD's colossal tenth album #ØFKINGDØMANDCRØWN out now via @NuclearBlast X Imperium Recordings - https://t.co/WfR1Nz1Ug5,https://twitter.com/MfnH,,linktr.ee/machinehead
3309,mdshahriaralam,"Minister of State for Foreign Affairs, People's Republic of Bangladesh. Member of Parliament.",https://twitter.com/MdShahriarAlam,,shahriaralam.com
3310,senatorsinema,"Official Twitter feed of U.S. Senator Kyrsten Sinema, serving Arizona.",https://twitter.com/SenatorSinema,,sinema.senate.gov
3311,sensherrodbrown,Chairman of @SenateBanking. Proud to serve Ohio.,https://twitter.com/SenSherrodBrown,,brown.senate.gov
3312,ngunjiriwambugu,Public Figure,https://twitter.com/ngunjiriwambugu,,ngunjiriwambugu.com
3313,lisamurkowski,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,https://twitter.com/lisamurkowski,,murkowski.senate.gov
3314,rebeccakadagaug,"1st Deputy Prime Minister of Uganda and Minister for East African Community Affairs. 


Speaker Emeritus of the 9th and 10th Parliament of Uganda.",https://twitter.com/RebeccaKadagaUG,,parliament.go.ug
3315,berniesanders,"U.S. Senator for Vermont. Not me, us.",https://twitter.com/BernieSanders,,BernieSanders.com
3316,whcommsdir,White House Communications Director,https://twitter.com/WHCommsDir,,whitehouse.gov
3317,kashmalamna,"Federal Ombudsman for Harassment, Member Parliament 2002-2012, Chairperson Commonwealth Women Parliamentarians, Executive Director PCHR",https://twitter.com/kashmalamna,,Kashmala.com.pk
3318,senjeffmerkley,"Dad, runner, Chief Filibuster Antagonist. U.S. Senator from Oregon.",https://twitter.com/SenJeffMerkley,,merkley.senate.gov
3319,laurenboebert,Lauren Boebert for Congress Account: Congresswoman for CO-03. Professional RINO Hunter. Mom raising my 4 boys to be MEN before liberals teach them to be women!,https://twitter.com/laurenboebert,,secure.winred.com/lauren-boebert…
3320,presofpakistan,Dr. Arif Alvi — The President of Islamic Republic of Pakistan,https://twitter.com/PresOfPakistan,,president.gov.pk
3321,aarongreenberg,"VP, Xbox Games Marketing at Microsoft. Board member @GamersOutreach, @SpecialEffect VP.",https://twitter.com/aarongreenberg,,Xbox.com
3322,parliament_ug,"Parliament derives its mandate & functions from the 1995 Constitution, the Laws of Uganda & its Rules of Procedure. Speakers: @AnitahAmong & @Thomas_Tayebwa",https://twitter.com/Parliament_Ug,,parliament.go.ug
3323,littleslewds,💕Just some random E-girl https://t.co/fQWQEZeYiw https://t.co/EYWw1M5W2Y $LittleSpoonz,https://twitter.com/LittlesLewds,,linktree.com/LittleSpoonz
3324,vpindia,"Official Twitter account of the Vice President of India, Shri Jagdeep Dhankhar.",https://twitter.com/VPIndia,,vicepresidentofindia.nic.in
3325,liamfox,Member of Parliament for North Somerset. International Trade Secretary (2016-19) & Defence Secretary (2010-11). Sponsor of the #DownSyndromeBill,https://twitter.com/LiamFox,,liamfox.co.uk
3326,fatboyslim,Official Fatboy Slim / Norman Cook #SmileHighClub,https://twitter.com/FatboySlim,,fatboyslim.net
3327,alfranken,"Husband, Dad, Granddad, Democrat, Minnesotan, Author, Human Cannonball, Comedian Currently on Tour, Host of The Al Franken Podcast",https://twitter.com/alfranken,,alfranken.com
3328,karlieredd,Recording Artist | Love & Hip Hop ATL | Reality Personality | Actress | Model | Film Director | Booking: Bookings@KarlieRedd.com (310)358-5424 IG: IamKarlieRedd,https://twitter.com/KARLIEREDD,,KarlieRedd.com
3330,jakubstefano23,Content creator Brand ambasador of @flirt4free More content and chat with me at https://t.co/eyr3zv3anG,https://twitter.com/jakubstefano23,,getsl.ink/jakubstefano
3331,thamizhachith,"Official Account of Dr.Thamizhachi Thangapandian. Dravidian | Writer | Poet | Social Activist | Politician | Elected Member of Parliament for South Chennai, TN.",https://twitter.com/ThamizhachiTh,,ithamizhachi.com
3332,rashtrapatibhvn,"Official Twitter account of Rashtrapati Bhavan and is run by the President’s Secretariat | Smt Droupadi Murmu, President of India.",https://twitter.com/rashtrapatibhvn,,presidentofindia.nic.in
3333,thomasfiss,"Vice President, Music @OneofNFT",https://twitter.com/thomasfiss,,thomasfiss.com
3334,sarojpandeybjp,"BJP Karyakarta. Member of Parliament, Rajya Sabha. Limca Book record holder for holding elected positions of MP, MLA, and Mayor at the same time.",https://twitter.com/SarojPandeyBJP,,sarojpandey.co.in
3335,dasraghubar,"पूर्व मुख्यमंत्री, झारखंड। राष्ट्रीय उपाध्यक्ष, भाजपा।
झारखंड का दास।",https://twitter.com/dasraghubar,,bjp.org
3336,danielplatzman,"Proud board member of KultureCity + TRF,Imagine Dragons drummer, Film Scorer, Composer, Multi-Instrumentalist, and forever an ATLien. I don’t have Facebook",https://twitter.com/DanielPlatzman,,linktr.ee/danielplatzman
3337,senronjohnson,Proud to serve Wisconsin in the U.S. Senate.,https://twitter.com/SenRonJohnson,,ronjohnson.senate.gov
3338,jerrymoran,Official account of U.S. Senator Jerry Moran. Honored to represent Kansans in the U.S. Senate.,https://twitter.com/JerryMoran,,moran.senate.gov
3339,tiktokcreators,"The official account for @tiktok_us creators who inspire creativity and bring joy ✨
For account support, DM @tiktoksupport",https://twitter.com/tiktokcreators,,linktr.ee/TikTokCreators
3340,david_s_tembe,"ActionSA Senator. Former MMC of Public Safety. Former Chief of(joburg EMS, JMPD and National Traffic Police)",https://twitter.com/David_S_Tembe,,
3341,harrietharman,Member of Parliament for Camberwell and Peckham. Mother of the House of Commons. Chair @HumanRightsCtte,https://twitter.com/HarrietHarman,,harrietharman.org
3342,maziehirono,U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii,https://twitter.com/maziehirono,,hirono.senate.gov
3343,nikosdendias,Υπουργός Εξωτερικών - Βουλευτής Ν.Δ. | Greek Minister of Foreign Affairs - Member of Parliament with the New Democracy (“Nea Dimokratia”) party | @GreeceMFA,https://twitter.com/NikosDendias,,mfa.gr
3344,senjohnbarrasso,"U.S. Senator for the great state of Wyoming, @SenateGOP Chairman, and Ranking Member of @EnergyGOP. https://t.co/bMw3qwlxRu",https://twitter.com/SenJohnBarrasso,,barrasso.senate.gov
3345,senatorrisch,U.S. Senator for Idaho,https://twitter.com/SenatorRisch,,risch.senate.gov
3346,daviddavismp,Conservative Member of Parliament for Haltemprice and Howden.,https://twitter.com/DavidDavisMP,,daviddavismp.com
3347,schrep,Backing climate tech & science.  AI.  Senior Fellow (Formerly CTO) @ Facebook/Meta.  All opinions generated by my digital twin.,https://twitter.com/schrep,,
3348,georgeweahoff,President of the Republic of Liberia.,https://twitter.com/GeorgeWeahOff,,emansion.gov.lr
3349,krekkov,"🔞
https://t.co/YtESQYNlcF
🔞
https://t.co/rTVKsn8XmN
🔞
https://t.co/Ah2ge8Ipqn
🔞 R-18G : krekk0verkill
@Harsh_Mallowz my little pumpkin🎃💖",https://twitter.com/Krekkov,,krekkov.fanbox.cc
3350,fitfounder,High Performance Coach To Entrepreneurs | Helping 1 million transform their lives by 2027. Tweets on health optimization. Sign up for strategy call👇🏼,https://twitter.com/FitFounder,,highperformancefounder.com/apply
3351,myslf_soham,"Actor/Producer | Member of Legislative Assembly | Vice President, All India Trinamool Youth Congress | https://t.co/RO43Wnv2wh",https://twitter.com/myslf_soham,,facebook.com/IamtheSoham
3352,realdonaldtrump,45th President of the United States of America🇺🇸,https://twitter.com/realDonaldTrump,,Vote.DonaldJTrump.com
3353,jayantsinha,"BJP Member of Parliament - Hazaribagh. Former venture capitalist; passionate about India, technology, tennis & cricket.",https://twitter.com/jayantsinha,,
3354,fawziayusufadam,"Presidential Candidate, Member of Parliament, Somalia, Chair of NDP  and Chair of HIIGSI Coallition, Former Deputy Prime Minister & Minister of Foreign Affairs.",https://twitter.com/FawziaYusufAdam,,parliament.gov.so
3355,rsprasad,"Member of Parliament from Patna Sahib Lok Sabha, Bihar. BJP worker.",https://twitter.com/rsprasad,,instagram.com/ravishankarpra…
3356,indianmusic,"Founder and CTO Telepathic, Formerly Chief Scientist Smule, 
Founded Georgia Tech Music Intelligence Lab, CCRMA / Stanford Alum
https://t.co/hezrvPKp5O",https://twitter.com/indianmusic,,paragchordia.com
3357,hannahferrier_,OG of #belowdeckmed and now helping people realise their dreams of working on yachts! Podcast Host of Dear Reality You’re Effed,https://twitter.com/hannahferrier_,,oceaninternationaltrainingacademy.com/?r_done=1
3358,senatorwarnock,United States Senator for Georgia. Pastor of Ebenezer Baptist Church.,https://twitter.com/SenatorWarnock,,warnock.senate.gov
3359,jeffmerkley,Husband. Dad. Garage tinkerer. Thorn in the side of the privileged and powerful. U.S. Senator from Oregon. Official campaign account. Fighting for YOU. He/Him.,https://twitter.com/JeffMerkley,,JeffMerkley.com
3360,gavinwilliamson,Conservative Member of Parliament for South Staffordshire. For any casework issues please email gavin.williamson.mp@parliament.uk,https://twitter.com/GavinWilliamson,,
3361,andriyyermak,Керівник Офісу Президента України / Head of the Office of the President of Ukraine,https://twitter.com/AndriyYermak,,president.gov.ua
3362,mukulaa,"National Vice Chairman NRM Eastern, Chairman Pan African Movement, Harvard Fellow, Entrepreneur, Free Thinker, Pilot, MBA, PhD.",https://twitter.com/Mukulaa,,nrm.ug
3363,alfonslopeztena,Jurist—Catalan Parliament and Spanish Judiciary Council’s former member—Writes in @businessinsider—@ctxt_es—@myfairobserver—@Jerusalem_Post—@htTweets—@trtworld,https://twitter.com/alfonslopeztena,,facebook.com/alfonslopeztena
3364,hbarra,"CEO Detect @DetectTest; former VP VR at Facebook/Meta @Oculus, VP Global @Xiaomi, VP Product Android @Google",https://twitter.com/hbarra,,detect.com
3365,goncharenkoua,"Vice President of the PACE Committee on Migration, Refugees and Displaced Persons, Ukrainian MP",https://twitter.com/GoncharenkoUa,,goncharenko.od.ua
3366,albomp,"Prime Minister of Australia. Member for Grayndler. Authorised by Anthony Albanese, ALP, Canberra.",https://twitter.com/AlboMP,,anthonyalbanese.com.au
3367,senatorromney,United States Senator from the great state of Utah.,https://twitter.com/SenatorRomney,,romney.senate.gov
3368,sentedcruz,Representing the State of Texas in the United States Senate.,https://twitter.com/SenTedCruz,,cruz.senate.gov
3369,ianblackford_mp,"Member of Parliament for Ross, Skye and Lochaber. Constituents with questions should email ian.blackford.mp@parliament.uk",https://twitter.com/Ianblackford_MP,,ianblackford.scot
3370,senatortester,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,https://twitter.com/SenatorTester,,tester.senate.gov
3371,wmutunga,INSPIRING THE YOUTH TO CREATE BETTER TOMORROWS.,https://twitter.com/WMutunga,,
3372,mbuyisenindlozi,EFF Commissar & Member of Parliament- @EFFSouthAfrica,https://twitter.com/MbuyiseniNdlozi,,effonline.org
3373,scotparl,"An official account. For visitor info, follow @VisitScotParl. Sa Ghàidhlig: @ParlAlba",https://twitter.com/ScotParl,,parliament.scot
3374,potus,"46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: https://t.co/HDhBZBkKpU
Text me: (302) 404-0880",https://twitter.com/POTUS,,WhiteHouse.gov
3375,shaktisinhgohil,"Member of the Indian National Congress | Member of Parliament, Rajya Sabha | Former Leader of Opposition & Former Minister, Gujarat.",https://twitter.com/shaktisinhgohil,,shaktisinhgohil.com
3376,bom_au,Official Bureau of Meteorology account for national weather and Bureau information. Check https://t.co/xwc7CrEWum for the latest warnings. CRICOS 02015K,https://twitter.com/BOM_au,,bom.gov.au
3377,yvettecoopermp,"Labour MP for Normanton, Pontefract, Castleford & Knottingley. For constituency casework pls contact coopery@parliament.uk",https://twitter.com/YvetteCooperMP,,yvettecooper.com
3378,reallisamarie,"Pro Wrestler WWE Victoria & Impact Wrestling Tara. Host. https://t.co/gzNaLDHzzd , IFBB Pro Fitness. bookings: BookLisaNow@gmail.com",https://twitter.com/REALLiSAMARiE,,lisamarievaron.bigcartel.com
3379,mprnews,Telling stories of Minnesotans and keeping you informed 📝 | On the airwaves and online 📻 | https://t.co/4PHDYVYpz5 | 📸 https://t.co/p9wmKsYk4e,https://twitter.com/MPRnews,,mprnews.org
3380,danielandrewsmp,Premier of Victoria,https://twitter.com/DanielAndrewsMP,,premier.vic.gov.au
3381,kcvenugopalmp,Parliament Member - Rajya Sabha | General Secretary @INCIndia in-charge of Organisation | Former Minister of State for Civil Aviation & Power in GoI,https://twitter.com/kcvenugopalmp,,inc.in
3382,ukparliament,We're made up of @HouseofCommons and @UKHouseofLords. Follow to find out how we scrutinise the government and discuss issues important to you.,https://twitter.com/UKParliament,,parliament.uk
3383,juliannehough,Your Power. Expanded.,https://twitter.com/juliannehough,,hoo.be/juleshough
3384,vp_offl,film maker & a die hard fan of team india & team csk,https://twitter.com/vp_offl,,youtube.com/channel/UCQ4mk…
3385,tomperez,Lifelong Democrat. Civil rights attorney. Former @thedemocrats chair. U.S. Labor Secretary for @barackobama. Proud son of immigrants 🇩🇴. Dad of 3+Bubba 🐶,https://twitter.com/TomPerez,,tomperez.com
3386,bushragohar,Former Member of Parliament #NationalDemocraticMovement’s (#NDM) Founding Member & Chairperson Pakhtunkhwa Organising Committee,https://twitter.com/BushraGohar,,m.facebook.com/bushra.gohar
3387,jaclyncorin,"Harvard ‘23 | Co-Founder, Board Member @AMarch4OurLives | Contact: jaclyncorin@gmail.com",https://twitter.com/JaclynCorin,,
3388,sentomcotton,U.S. Senator proudly serving the state of Arkansas.,https://twitter.com/SenTomCotton,,cotton.senate.gov
3389,senrobportman,Former United States Senator from the Buckeye State,https://twitter.com/senrobportman,,portman.senate.gov
3390,senatorcollins,"United States Senator from Maine. 
All tweets originate from the Press Office of Senator Susan Collins.",https://twitter.com/SenatorCollins,,collins.senate.gov
3391,senatorwicker,Senior U.S. Senator for Mississippi. Ranking Member @SASCGOP. Please visit my website for updates.,https://twitter.com/SenatorWicker,,wicker.senate.gov
3392,bjp4india,"Welcome to official account of the world's largest Political Party of the world's largest Democracy- BHARATIYA JANATA PARTY, भारतीय जनता पार्टी.",https://twitter.com/BJP4India,,bjp.org
3393,cmo_odisha,"Office of the Chief Minister, Odisha",https://twitter.com/CMO_Odisha,,cm.odisha.gov.in
3394,omarabdullah,Vice President @JKNC_ Tweets are my own. FB page - abdullah_omar Instagram page - omar_abdullah_jk Mastodon @omar_abdullah@toot.community,https://twitter.com/OmarAbdullah,,
3395,thomas_tayebwa,"Deputy Speaker, Parliament of the Republic of Uganda.Member of Parliament, Ruhinda North County, Mitooma District,  proud husband & Father, God fearing",https://twitter.com/Thomas_Tayebwa,,parliament.go.ug
3396,sensanders,"Sen. Sanders of Vermont, Chair of the U.S. Senate Committee on Health, Education, Labor & Pensions, is the longest-serving independent in congressional history.",https://twitter.com/SenSanders,,sanders.senate.gov
3397,brikeilarcnn,"CNN Anchor, Mom, #MilSpo, @BlueStarFamily board member. My column, Home⭐️Front - https://t.co/0aablkJshO",https://twitter.com/brikeilarcnn,,
3398,whcovidresponse,The Biden-Harris White House COVID-19 Response Team,https://twitter.com/WHCOVIDResponse,,whitehouse.gov
3399,dramirkhangp,NHS Doctor•Best Selling Author•GP on @lorraine + @GMB• President @Natures_Voice •Vice President @wildlifetrusts• Ambassador @savebutterflies,https://twitter.com/DrAmirKhanGP,,instagram.com/doctoramirkhan/
3400,mahilacongress,Official Twitter Account of All India Mahila Congress. Largest women frontal organisation of any political party in the world | National President — @dnetta,https://twitter.com/MahilaCongress,,inc.in/en/all-india-m…
3401,barstoolchief,@barstoolchicago. Burrata gang member. @dogwalkbarstool Chief@Barstoolsports.com.,https://twitter.com/BarstoolChief,,barstoolsports.com/chicago
3402,ctolarsson,"#Bitcoin cto.eth YouTuber Ex @ericsson 2G 3G 4G 5G, 8 billion subs. 4 young kids & a beautiful wife. https://t.co/ljhrrYjD3w Larsson Line: https://t.co/azYLCcpbv4 🇸🇪",https://twitter.com/ctoLarsson,,youtube.com/ctoLarsson
3403,thevijaymallya,"Former two term Member of Parliament, Chairman of The UB Group,Sports enthusiast, Veteran Formula One Team Principal, Championing Youth empowerment.",https://twitter.com/TheVijayMallya,,twitter.com/thevijaymallya
3404,franktumwebazek,"Account for the Minister of Agriculture, animal industry & fisheries, Government of Uganda.

 LISTEN, LEARN & LEAD",https://twitter.com/FrankTumwebazek,,agriculture.go.ug
3405,fbaresi,@acmilan Honorary Vice-President - Former Italy and AC Milan captain,https://twitter.com/FBaresi,,
3406,stevecase,Chairman of @Revolution. Chairman of @CaseFoundation. Chair of @Smithsonian. Co-founder of @AOL. Author of @RiseOfRest @ThirdWaveBook. Champion of @RiseOfRest.,https://twitter.com/SteveCase,,rvltn.vc/ROTR
3407,senrickscott,Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNW96,https://twitter.com/SenRickScott,,rickscott.senate.gov
3408,wsbchairman,the chairman // @wallstreetsiren,https://twitter.com/WSBChairman,,linktr.ee/thewsbchairman
3409,city_chief,"Everything Manchester City: News, Gossip, Analysis and much more. A comprehensive & independent coverage of #ManCity",https://twitter.com/City_Chief,,
3410,nityanandraibjp,"Minister of State for Home Affairs, Govt. of India | Member of Parliament, Ujiyarpur (Bihar).",https://twitter.com/nityanandraibjp,,
3411,abcaustralia,"Official account of the Australian Broadcasting Corporation, connecting you to the best content. Follows ABC accounts, lists trusted profiles.",https://twitter.com/ABCaustralia,,abc.net.au
3412,senatortimscott,"Just a South Carolinian living his mama’s American Dream.

Ranking Member of @BankingGOP",https://twitter.com/SenatorTimScott,,scott.senate.gov
3413,armychiefstaff,40th Chief of Staff of the U.S. Army. (Following & RTs ≠ Endorsement),https://twitter.com/ArmyChiefStaff,,army.mil/leaders/csa/
3414,mrsgandhi,BJP Karyakarta.,https://twitter.com/MrsGandhi,,bjp.org
3415,theresa_may,Member of Parliament for Maidenhead. Former Prime Minister of the United Kingdom.,https://twitter.com/theresa_may,,
3416,senfranken,Former U.S. Senator Al Franken of Minnesota.,https://twitter.com/SenFranken,,
3417,spnigeria,"Official account of the office of the President of the Senate, Federal Republic of Nigeria.",https://twitter.com/SPNigeria,,senatepresident.gov.ng
3418,scottforflorida,"Senator from Florida, Grandpa, Father, Husband, 45th Governor of Florida, Navy Vet, Businessman. #LetsGetToWork",https://twitter.com/ScottforFlorida,,rickscottforflorida.com
3419,senbobcasey,"Official twitter profile for U.S. Senator Bob Casey. Husband, dad, grandpa, history buff, Chairman @SenateAging. Fighting for PA’s children and families.",https://twitter.com/SenBobCasey,,casey.senate.gov
3420,pwatchug,"Par­lia­ment Watch Uganda is a vir­tual tracker that mon­i­tors the Par­lia­ment of Uganda on a reg­u­lar ba­sis, pro­vides rel­e­vant data & ex­pert insights",https://twitter.com/pwatchug,,parliamentwatch.ug
3421,usairforce,"Official U.S. Air Force Twitter (Following, RTs & links ≠ endorsement) #AimHigh",https://twitter.com/usairforce,,af.mil
3422,yu_angela,Teaching 1.8 Million people to code. Previously medical doctor & surgical trainee in the NHS. Founder/CTO @ the App Brewery. Surfing the seven seas 🏄‍♀️.,https://twitter.com/yu_angela,,appbrewery.com
3423,kemibadenoch,Secretary of State for International Trade. Member of Parliament for Saffron Walden. For constituent queries pls use Kemi.Badenoch.mp@parliament.uk,https://twitter.com/KemiBadenoch,,facebook.com/kemibadenoch
3424,hitrecordjoe,Pinocchio 🦗 - Mr. Corman 🎧🤍 -- VP Creative Innovation at MasterClass - art & community on HITRECORD 🔴,https://twitter.com/hitRECordJoe,,hitrecord.org
3425,therealceoamber,Sport Analyst || Brand influencer || ⚽️ Tipster || Man Utd Baby || Always Bet Responsibly || For ads 📧,https://twitter.com/TheRealCEOAmber,,t.me/+HZMRfOHn79w4Y…
